1.926529538324408541e+00,1.932828847382006776e+00,1.881984550274508505e+00,1.973269661370010031e+00,2.027964449094447286e+00,1.903688814108433158e+00,1.950650356595940771e+00,2.023186881718233021e+00,1.919986406702832271e+00,1.963914073728592058e+00,1.927187887578109882e+00,1.880050959369808705e+00,1.951632241919876831e+00,1.953899099645528548e+00,1.855492570891208004e+00,1.882193268405706554e+00,1.989987696509603943e+00,1.879050800022214585e+00,1.918677309385498519e+00,1.873439203264080977e+00,1.927945722365611791e+00,1.816591266954083350e+00,1.872148806030349721e+00,1.852661294301788830e+00,1.785484333481708763e+00,1.819989812699982279e+00,1.831621607703413090e+00,1.856995013622676716e+00,1.914425625796434716e+00,1.841411174890168923e+00,1.947955952241387623e+00,1.918951085431716663e+00,1.976234965276704836e+00,1.888919799978391101e+00,1.920193637704220802e+00,1.933118412586753987e+00,1.915623747085799966e+00,1.897806803310744916e+00,1.883237366104238308e+00,1.920378270611292848e+00
2.004040540089120803e+00,2.010196265974097507e+00,1.943680868012203078e+00,1.905166562965127319e+00,1.951342855359360806e+00,1.918078064675944105e+00,1.939479540713007433e+00,1.956544549244534803e+00,1.926044047686096716e+00,1.926424613496229066e+00,1.934392175189810992e+00,1.983292685714202142e+00,2.018954455712371754e+00,2.011142219123117414e+00,1.955945687603016570e+00,1.928529815692226146e+00,1.936237180690087545e+00,1.882417715415679815e+00,1.947201611347219030e+00,1.889006837695369923e+00,1.956980632273808363e+00,1.918445838741541953e+00,1.858416260796289077e+00,1.876187662533037814e+00,1.827231108094844680e+00,1.824765372252522111e+00,1.810323652520331894e+00,1.834447693789451383e+00,1.866256700210487285e+00,1.914281045548561933e+00,1.909034523026628571e+00,1.893117094670754730e+00,1.998345695776597930e+00,1.849036787046515640e+00,1.886221323781841930e+00,1.893201504618783115e+00,1.873072057780763577e+00,1.926084006394973569e+00,1.917411836942509273e+00,1.989852464251961717e+00
1.999802399468712188e+00,1.974752788249786395e+00,1.933149013909527314e+00,1.922644159366085903e+00,1.966674927788830241e+00,1.928886562348092859e+00,1.953980898469631855e+00,1.963185781916010120e+00,1.922523464392846160e+00,1.940627116948553166e+00,1.954279281119739142e+00,1.956024043766547038e+00,1.919324669471715650e+00,1.995700437929494031e+00,1.933928038204900224e+00,1.920199085166663266e+00,1.946995573353713427e+00,1.969262385977161856e+00,1.963836653805545396e+00,1.964313422791803099e+00,1.914956670985087372e+00,1.914581401226628010e+00,1.988629066158235092e+00,1.953145610716745306e+00,1.889942015699711098e+00,1.923935847749395300e+00,1.892481086789315592e+00,1.853275052472900475e+00,1.925600974145158517e+00,1.934016219773297518e+00,1.871057827867059098e+00,1.867602307701815345e+00,1.852352194766733184e+00,1.859272154667434229e+00,1.945006950483385344e+00,1.915794669659257821e+00,1.876324563348109375e+00,1.883683159390975748e+00,1.921022046010211204e+00,1.985813624189718851e+00
1.959737137746888180e+00,1.942570893083956252e+00,1.965983478585083821e+00,1.929962404525524367e+00,1.993258712308775937e+00,1.968854656847806250e+00,1.971910896490331133e+00,1.972242910647279190e+00,1.944893096775055952e+00,1.970258614436410927e+00,1.943833529023801354e+00,1.976742397684035479e+00,2.005904029486913487e+00,2.014020302380488570e+00,2.035841074365811298e+00,1.940313634592112146e+00,1.910329799616987234e+00,1.922942642194271468e+00,1.893611660681580044e+00,1.953659002754743357e+00,1.947262224481215220e+00,1.931931873044954617e+00,1.861111722507671873e+00,1.809444605143042617e+00,1.910800625488268123e+00,1.916701681141944835e+00,1.888105028826776888e+00,1.852937836157686702e+00,1.937470643147883864e+00,1.850581781528900960e+00,1.924170334721072351e+00,1.858181359588735981e+00,1.813885744244436937e+00,1.924709250277109263e+00,1.886915128809335096e+00,1.859576078305908986e+00,1.869374004611456197e+00,1.838292606418889585e+00,1.894633713424076271e+00,1.890000215927090776e+00
1.986438166290618978e+00,1.978976048044998715e+00,1.987806278247999714e+00,1.910159487506100096e+00,1.911329992839407410e+00,1.998726938500484662e+00,1.959532284662800272e+00,1.960707795505247431e+00,1.916321234161712406e+00,1.933347012741892135e+00,1.868151494988078420e+00,1.985175534498129224e+00,2.024487603895155363e+00,1.917197478339253580e+00,1.969996045269321483e+00,1.926513087728815243e+00,1.901081754699072368e+00,1.927148240275683877e+00,1.914730134935147321e+00,1.925038301718600575e+00,1.869877395418110932e+00,1.955372491554666858e+00,1.908487852473398583e+00,1.870076530494070521e+00,1.922353784837885993e+00,1.875252750612939723e+00,1.933314577155156089e+00,1.938291930519192574e+00,1.917417652342367163e+00,1.873517982075561639e+00,1.902981121848306589e+00,1.898312250718798611e+00,1.864877075405004136e+00,1.895402080166929570e+00,1.905201001534637451e+00,1.948657244018126233e+00,1.932079823552126152e+00,1.834209920897165391e+00,1.789028809354113125e+00,1.915527229630890060e+00
2.014948193796227471e+00,1.927563117799501624e+00,1.968963729022568332e+00,1.975977254228771685e+00,1.997025408550494596e+00,2.100860060707533172e+00,1.960465722723123250e+00,1.961236316480570840e+00,1.920898969685248980e+00,1.887545472858274787e+00,1.891653864933909412e+00,2.023560533786795013e+00,1.952866366475712434e+00,1.957531928871795834e+00,1.961161347621186435e+00,1.876580610924337922e+00,1.910153244949366558e+00,1.910695720501662365e+00,1.919511053998441463e+00,1.968365647060104751e+00,1.905985135068989589e+00,1.884751968551547252e+00,1.933668224222415466e+00,1.868063824156973807e+00,1.919446196862979681e+00,1.979376212455524975e+00,1.945657936880158978e+00,1.914017518216395430e+00,1.927882260076375864e+00,1.925568612912045063e+00,1.839299243401649298e+00,1.875516145189054962e+00,1.876881321089091337e+00,1.818459342824810587e+00,1.903466268463314348e+00,1.961423564590703883e+00,1.993290275862616978e+00,1.910553144546489390e+00,1.895423666484234548e+00,1.917045712740228725e+00
1.925707063092281013e+00,1.926615294361621489e+00,2.015653730772627217e+00,2.012293883450002152e+00,1.981427155009870766e+00,1.988318557213783588e+00,1.997819058368069944e+00,1.967001767033355941e+00,1.906764170703937555e+00,1.879789341613292697e+00,1.936749645684985754e+00,1.978367352202932361e+00,1.963332747723374183e+00,1.930849695929705012e+00,1.894756929728268258e+00,1.906607739937201895e+00,1.899819025605010925e+00,1.887783282864637924e+00,1.901026683282418972e+00,1.894109752659190793e+00,1.954704110952684815e+00,1.851411780596049717e+00,1.897457628511706629e+00,1.928913491753533771e+00,1.996505780171955013e+00,1.917457741693147977e+00,1.946661760478338943e+00,1.858197533639677879e+00,1.863340133389813857e+00,1.934877142527072325e+00,1.881290486778991466e+00,1.895525752170407419e+00,1.817932157216647360e+00,1.900058459210358208e+00,1.934811999402670901e+00,1.953669243236646258e+00,1.924482469851039435e+00,1.855171232043398177e+00,1.913608881422975694e+00,1.913446418058914356e+00
1.976706084285432263e+00,2.018247172897551067e+00,2.030821455414914656e+00,2.080309575239563724e+00,2.027220499645873808e+00,1.965941368371696196e+00,1.979061752128713048e+00,1.974827073727712046e+00,1.895806811475643894e+00,1.940719517738346278e+00,1.932218245272255164e+00,1.927576336628209042e+00,1.946608658427914973e+00,1.890509000190962352e+00,1.928228360985025480e+00,1.935534357731647059e+00,1.908008066642693512e+00,1.900264090462862043e+00,1.973634704080590163e+00,1.945759594607474163e+00,1.954809720391284644e+00,1.923576575545451028e+00,1.924606484501165893e+00,1.987850353403628700e+00,2.021324887587137020e+00,1.902501541432647159e+00,1.933464688216459670e+00,1.919880692096393338e+00,1.885218114362449349e+00,1.888810866277402134e+00,1.932768988874767446e+00,1.923828881412087854e+00,1.871443532352067285e+00,1.892999991107100932e+00,1.925258803678386199e+00,1.984685613804398230e+00,1.851616466790800830e+00,1.869477892706640443e+00,1.940317270732958788e+00,1.917285722413885063e+00
1.989003182806044157e+00,1.964672786351342015e+00,1.965410496219875514e+00,2.031110250468406875e+00,2.019881297101295381e+00,1.979378413377642199e+00,2.018321094256671167e+00,1.976526039945095459e+00,1.925302840825422468e+00,1.989351283818795446e+00,1.908742227139070380e+00,1.963407321769354841e+00,1.971046565067844369e+00,1.928290719653692920e+00,1.959389532136140977e+00,1.958451260209444378e+00,1.942316064930745600e+00,1.958364689997335040e+00,1.925490730230433822e+00,1.969351032528401380e+00,1.940102296142537153e+00,1.867083234849336248e+00,1.958495852624884126e+00,1.957074750959724385e+00,1.965051517519572855e+00,1.947715245835156983e+00,1.989693995216842648e+00,1.871766423642813093e+00,1.869653808259690742e+00,1.912422558754811153e+00,1.938403349568232903e+00,1.880189441776263015e+00,1.865096514375524039e+00,1.941671030962724309e+00,1.981017174450765861e+00,1.969001942927575799e+00,1.948905173135615287e+00,1.925378541487392736e+00,1.915408740703166357e+00,1.861136575373519397e+00
1.948326806910922526e+00,2.080630530508667864e+00,2.007585042425227506e+00,1.986062274195355082e+00,2.017871928361261613e+00,2.035223243444013619e+00,1.991894623502052930e+00,1.976159793645875906e+00,1.979604996726688437e+00,1.987087565615005991e+00,1.963490811640938638e+00,1.930820153340103262e+00,1.925421972038716234e+00,1.882477450424304699e+00,1.945232539322923726e+00,1.933986598773556276e+00,1.950263817089257223e+00,1.917419275534370415e+00,1.959992340030122460e+00,1.952899848919799064e+00,1.911684728424679403e+00,1.862825017986084575e+00,1.888631834838296220e+00,1.966553482365480221e+00,1.931766215005772169e+00,1.970281690584765322e+00,1.920751565428667318e+00,1.940644015559519708e+00,1.898979397018667248e+00,1.958142856644179419e+00,1.904329166167343823e+00,1.880456768984148486e+00,1.899241515958223214e+00,1.929131096488104546e+00,1.894304256540924269e+00,1.946322095259050755e+00,1.845069529587309187e+00,1.886017710056898444e+00,1.937569904686943012e+00,1.879790269415138493e+00
